Landmarks,1973,v1.0,(mm),,,,,
#,Name,Type,X,Y,Z,NX,NY,NZ
694,Post-Parietal_LEFT_1.26.21,normal,-1.44E+01,3.10E+00,-1.51E+01,-4.49E-01,-5.49E-01,7.05E-01
695,Post-Parietal_LEFT_1.26.22,normal,-1.44E+01,3.04E+00,-1.51E+01,-8.59E-01,5.05E-01,8.44E-02
696,Post_Parietal_RIGHT_1.27.01,normal,-1.46E+01,1.99E+00,-1.38E+01,-7.96E-01,2.80E-01,5.37E-01
697,Post_Parietal_RIGHT_1.27.02,normal,-1.46E+01,1.92E+00,-1.38E+01,-9.87E-01,-1.26E-01,-1.04E-01
698,Post_Parietal_RIGHT_1.27.03,normal,-1.45E+01,1.89E+00,-1.39E+01,-2.86E-01,9.15E-02,-9.54E-01
699,Post_Parietal_RIGHT_1.27.04,normal,-1.44E+01,1.84E+00,-1.39E+01,-4.32E-01,7.84E-01,-4.46E-01
700,Post_Parietal_RIGHT_1.27.05,normal,-1.44E+01,1.83E+00,-1.40E+01,-7.20E-01,5.40E-01,-4.36E-01
701,Post_Parietal_RIGHT_1.27.06,normal,-1.44E+01,1.82E+00,-1.40E+01,-7.44E-01,6.50E-01,1.55E-01
702,Post_Parietal_RIGHT_1.27.07,normal,-1.44E+01,1.84E+00,-1.41E+01,-7.51E-01,6.52E-01,1.05E-01
703,Post_Parietal_RIGHT_1.27.08,normal,-1.44E+01,1.88E+00,-1.42E+01,-8.12E-01,5.43E-01,2.12E-01
704,Post_Parietal_RIGHT_1.27.09,normal,-1.44E+01,1.92E+00,-1.42E+01,-8.43E-01,5.07E-01,1.80E-01
705,Post_Parietal_RIGHT_1.27.10,normal,-1.43E+01,1.96E+00,-1.43E+01,-9.68E-01,2.47E-01,4.55E-02
706,Post_Parietal_RIGHT_1.27.11,normal,-1.43E+01,2.03E+00,-1.43E+01,-9.33E-01,3.57E-01,-3.33E-02
707,Post_Parietal_RIGHT_1.27.12,normal,-1.43E+01,2.11E+00,-1.43E+01,-8.31E-01,4.94E-01,2.55E-01
708,Post_Parietal_RIGHT_1.27.13,normal,-1.43E+01,2.18E+00,-1.44E+01,-8.44E-01,4.54E-01,-2.86E-01
709,Post_Parietal_RIGHT_1.27.14,normal,-1.43E+01,2.26E+00,-1.45E+01,-8.96E-01,-1.25E-01,-4.26E-01
710,Post_Parietal_RIGHT_1.27.15,normal,-1.44E+01,2.32E+00,-1.47E+01,-8.49E-01,5.29E-03,-5.28E-01
711,Post_Parietal_RIGHT_1.27.16,normal,-1.45E+01,2.39E+00,-1.48E+01,-7.45E-01,-5.49E-02,6.65E-01
712,Post_Parietal_RIGHT_1.27.17,normal,-1.46E+01,2.45E+00,-1.48E+01,-9.07E-01,-3.71E-01,2.01E-01
713,Post_Parietal_RIGHT_1.27.18,normal,-1.46E+01,2.53E+00,-1.49E+01,-7.60E-01,-5.43E-01,3.58E-01
714,Post_Parietal_RIGHT_1.27.19,normal,-1.46E+01,2.61E+00,-1.49E+01,-6.68E-01,-3.44E-01,-6.60E-01
715,Post_Parietal_RIGHT_1.27.20,normal,-1.46E+01,2.73E+00,-1.50E+01,-8.87E-01,2.18E-01,-4.07E-01
716,Post_Parietal_RIGHT_1.27.21,normal,-1.45E+01,2.85E+00,-1.51E+01,-5.94E-01,2.74E-01,-7.56E-01
717,Post_Parietal_RIGHT_1.27.22,normal,-1.44E+01,2.97E+00,-1.51E+01,-6.81E-01,7.19E-01,-1.39E-01
718,Basipterygoid_Basisphenoid_RIGHT.28.01,normal,-1.11E+01,2.37E+00,-1.41E+01,-3.94E-01,7.44E-02,-9.16E-01
719,Basipterygoid_Basisphenoid_RIGHT.28.02,normal,-1.12E+01,2.42E+00,-1.41E+01,-4.03E-01,1.91E-01,-8.95E-01
720,Basipterygoid_Basisphenoid_RIGHT.28.03,normal,-1.13E+01,2.47E+00,-1.40E+01,-4.60E-01,2.40E-01,-8.55E-01
721,Basipterygoid_Basisphenoid_RIGHT.28.04,normal,-1.14E+01,2.51E+00,-1.40E+01,-1.59E-01,2.47E-01,-9.56E-01
722,Basipterygoid_Basisphenoid_RIGHT.28.05,normal,-1.15E+01,2.54E+00,-1.40E+01,4.89E-02,2.71E-01,-9.61E-01
723,Basipterygoid_Basisphenoid_RIGHT.28.06,normal,-1.16E+01,2.56E+00,-1.40E+01,2.22E-01,3.81E-01,-8.98E-01
724,Basipterygoid_Basisphenoid_RIGHT.28.07,normal,-1.17E+01,2.57E+00,-1.40E+01,4.21E-01,3.04E-01,-8.55E-01
725,Basipterygoid_Basisphenoid_RIGHT.28.08,normal,-1.17E+01,2.55E+00,-1.40E+01,1.45E-01,5.46E-03,-9.89E-01
726,Basipterygoid_Basisphenoid_RIGHT.28.09,normal,-1.18E+01,2.53E+00,-1.41E+01,7.36E-01,-3.60E-01,5.73E-01
727,Basipterygoid_Basisphenoid_RIGHT.28.10,normal,-1.18E+01,2.53E+00,-1.41E+01,3.08E-01,3.81E-01,-8.72E-01
728,Basipterygoid_Basisphenoid_RIGHT.28.11,normal,-1.19E+01,2.52E+00,-1.42E+01,1.49E-01,4.21E-03,-9.89E-01
729,Basipterygoid_Basisphenoid_RIGHT.28.12,normal,-1.20E+01,2.52E+00,-1.42E+01,4.87E-01,4.33E-03,-8.74E-01
730,Basipterygoid_Basisphenoid_RIGHT.28.13,normal,-1.22E+01,2.51E+00,-1.43E+01,3.49E-01,-5.10E-01,-7.86E-01
731,Basipterygoid_Basisphenoid_RIGHT.28.14,normal,-1.23E+01,2.49E+00,-1.43E+01,4.60E-01,-5.79E-01,-6.73E-01
732,Basipterygoid_Basisphenoid_RIGHT.28.15,normal,-1.24E+01,2.48E+00,-1.44E+01,1.10E-01,-8.93E-01,-4.35E-01
733,Basipterygoid_Basisphenoid_RIGHT.28.16,normal,-1.25E+01,2.49E+00,-1.44E+01,2.87E-01,-5.70E-01,-7.70E-01
734,Basipterygoid_Basisphenoid_RIGHT.28.17,normal,-1.26E+01,2.50E+00,-1.44E+01,1.08E-01,-5.83E-01,-8.05E-01
735,Basipterygoid_Basisphenoid_RIGHT.28.18,normal,-1.27E+01,2.54E+00,-1.44E+01,-1.06E-02,-5.53E-01,-8.33E-01
736,Basipterygoid_Basisphenoid_RIGHT.28.19,normal,-1.28E+01,2.58E+00,-1.45E+01,-2.29E-01,-1.10E-01,-9.67E-01
737,Basipterygoid_Basisphenoid_LEFT.29.01,normal,-1.11E+01,3.80E+00,-1.44E+01,2.73E-01,3.20E-02,-9.61E-01
738,Basipterygoid_Basisphenoid_LEFT.29.02,normal,-1.12E+01,3.80E+00,-1.45E+01,-2.15E-01,-2.04E-02,-9.76E-01
739,Basipterygoid_Basisphenoid_LEFT.29.03,normal,-1.13E+01,3.80E+00,-1.44E+01,-2.66E-01,3.13E-01,-9.12E-01
740,Basipterygoid_Basisphenoid_LEFT.29.04,normal,-1.13E+01,3.79E+00,-1.45E+01,-6.21E-01,-3.40E-01,-7.06E-01
741,Basipterygoid_Basisphenoid_LEFT.29.05,normal,-1.14E+01,3.78E+00,-1.44E+01,-8.31E-01,-2.22E-01,-5.10E-01
742,Basipterygoid_Basisphenoid_LEFT.29.06,normal,-1.15E+01,3.75E+00,-1.45E+01,7.36E-01,-3.80E-01,-5.60E-01
743,Basipterygoid_Basisphenoid_LEFT.29.07,normal,-1.15E+01,3.74E+00,-1.44E+01,-9.96E-01,7.44E-02,-5.16E-02
744,Basipterygoid_Basisphenoid_LEFT.29.08,normal,-1.16E+01,3.72E+00,-1.43E+01,-5.78E-01,-4.47E-01,-6.83E-01
745,Basipterygoid_Basisphenoid_LEFT.29.09,normal,-1.17E+01,3.69E+00,-1.43E+01,-5.06E-01,-1.84E-01,-8.43E-01
746,Basipterygoid_Basisphenoid_LEFT.29.10,normal,-1.18E+01,3.69E+00,-1.42E+01,-1.21E-01,-6.95E-01,-7.09E-01
747,Basipterygoid_Basisphenoid_LEFT.29.11,normal,-1.20E+01,3.73E+00,-1.42E+01,-5.97E-01,-7.98E-01,-8.61E-02
748,Basipterygoid_Basisphenoid_LEFT.29.12,normal,-1.20E+01,3.86E+00,-1.41E+01,6.51E-01,6.94E-01,-3.09E-01
749,Basipterygoid_Basisphenoid_LEFT.29.13,normal,-1.21E+01,3.91E+00,-1.41E+01,5.06E-01,5.77E-01,-6.41E-01
750,Basipterygoid_Basisphenoid_LEFT.29.14,normal,-1.23E+01,4.00E+00,-1.41E+01,2.76E-01,8.48E-01,-4.53E-01
751,Basipterygoid_Basisphenoid_LEFT.29.15,normal,-1.24E+01,3.99E+00,-1.40E+01,5.48E-01,8.07E-01,2.19E-01
752,Basipterygoid_Basisphenoid_LEFT.29.16,normal,-1.25E+01,4.08E+00,-1.40E+01,9.72E-01,7.32E-02,-2.25E-01
753,Basipterygoid_Basisphenoid_LEFT.29.17,normal,-1.26E+01,4.08E+00,-1.42E+01,5.64E-01,3.74E-01,-7.36E-01
754,Basipterygoid_Basisphenoid_LEFT.29.18,normal,-1.28E+01,4.01E+00,-1.43E+01,1.57E-01,-4.55E-02,-9.87E-01
755,Basipterygoid_Basisphenoid_LEFT.29.19,normal,-1.30E+01,3.91E+00,-1.43E+01,-1.86E-01,3.66E-01,-9.12E-01
756,Pterygoid_RIGHT_1.30.01,normal,-9.46E+00,9.11E-01,-1.41E+01,-5.12E-01,-4.28E-01,-7.45E-01
757,Pterygoid_RIGHT_1.30.02,normal,-9.54E+00,9.76E-01,-1.40E+01,-5.25E-01,3.92E-01,-7.55E-01
758,Pterygoid_RIGHT_1.30.03,normal,-9.63E+00,1.01E+00,-1.41E+01,8.14E-02,-4.25E-01,9.02E-01
759,Pterygoid_RIGHT_1.30.04,normal,-9.71E+00,1.08E+00,-1.41E+01,-9.78E-01,-1.23E-01,-1.71E-01
760,Pterygoid_RIGHT_1.30.05,normal,-9.76E+00,1.18E+00,-1.40E+01,-2.96E-01,3.38E-01,-8.93E-01
761,Pterygoid_RIGHT_1.30.06,normal,-9.79E+00,1.27E+00,-1.39E+01,-9.32E-01,-1.96E-01,-3.04E-01
762,Pterygoid_RIGHT_1.30.07,normal,-9.84E+00,1.36E+00,-1.39E+01,-8.49E-01,-4.57E-01,-2.63E-01
763,Pterygoid_RIGHT_1.30.08,normal,-9.89E+00,1.42E+00,-1.38E+01,-7.24E-01,-5.72E-01,-3.86E-01
764,Pterygoid_RIGHT_1.30.09,normal,-9.95E+00,1.48E+00,-1.38E+01,-7.60E-01,-4.97E-01,-4.19E-01
765,Pterygoid_RIGHT_1.30.10,normal,-1.00E+01,1.53E+00,-1.38E+01,-7.68E-01,-5.93E-01,-2.41E-01
766,Pterygoid_RIGHT_1.30.11,normal,-1.01E+01,1.62E+00,-1.37E+01,-7.20E-01,-6.11E-01,-3.31E-01
767,Pterygoid_RIGHT_1.30.12,normal,-1.02E+01,1.69E+00,-1.37E+01,-6.74E-01,-6.42E-01,-3.66E-01
768,Pterygoid_RIGHT_1.30.13,normal,-1.03E+01,1.77E+00,-1.36E+01,-5.63E-01,-7.71E-01,-2.99E-01
769,Pterygoid_RIGHT_1.30.14,normal,-1.04E+01,1.82E+00,-1.36E+01,-5.64E-01,-7.75E-01,-2.84E-01
770,Pterygoid_RIGHT_1.30.15,normal,-1.04E+01,1.87E+00,-1.36E+01,-5.50E-01,-8.03E-01,-2.28E-01
771,Pterygoid_RIGHT_1.30.16,normal,-1.05E+01,1.90E+00,-1.36E+01,-3.89E-01,-9.02E-01,-1.88E-01
772,Pterygoid_RIGHT_1.30.17,normal,-1.06E+01,1.95E+00,-1.36E+01,-2.95E-01,-9.09E-01,-2.95E-01
773,Pterygoid_RIGHT_1.30.18,normal,-1.07E+01,1.97E+00,-1.36E+01,-3.86E-01,-9.21E-01,-5.70E-02
774,Pterygoid_RIGHT_1.30.19,normal,-1.08E+01,1.99E+00,-1.36E+01,-6.22E-02,-9.80E-01,-1.91E-01
775,Pterygoid_LEFT_1.31.01,normal,-9.46E+00,5.05E+00,-1.38E+01,-3.47E-01,-7.54E-01,-5.58E-01
776,Pterygoid_LEFT_1.31.02,normal,-9.50E+00,4.96E+00,-1.38E+01,-5.20E-01,-2.62E-01,-8.13E-01
777,Pterygoid_LEFT_1.31.03,normal,-9.60E+00,4.88E+00,-1.39E+01,-8.13E-02,2.47E-01,-9.66E-01
778,Pterygoid_LEFT_1.31.04,normal,-9.69E+00,4.82E+00,-1.40E+01,-3.13E-02,6.54E-01,-7.56E-01
779,Pterygoid_LEFT_1.31.05,normal,-9.78E+00,4.79E+00,-1.40E+01,4.50E-02,3.20E-01,-9.46E-01
780,Pterygoid_LEFT_1.31.06,normal,-9.89E+00,4.78E+00,-1.40E+01,-4.12E-02,4.31E-01,-9.01E-01
781,Pterygoid_LEFT_1.31.07,normal,-9.98E+00,4.75E+00,-1.40E+01,-4.80E-01,5.14E-01,-7.11E-01
782,Pterygoid_LEFT_1.31.08,normal,-1.00E+01,4.69E+00,-1.40E+01,-4.25E-01,5.81E-01,-6.94E-01
783,Pterygoid_LEFT_1.31.09,normal,-1.01E+01,4.63E+00,-1.40E+01,-9.73E-01,1.10E-02,-2.32E-01
784,Pterygoid_LEFT_1.31.10,normal,-1.01E+01,4.57E+00,-1.41E+01,-7.97E-01,6.00E-01,-5.99E-02
785,Pterygoid_LEFT_1.31.11,normal,-1.01E+01,4.49E+00,-1.40E+01,-9.96E-01,8.43E-02,1.39E-02
786,Pterygoid_LEFT_1.31.12,normal,-1.02E+01,4.45E+00,-1.40E+01,-7.24E-01,6.38E-01,-2.61E-01
787,Pterygoid_LEFT_1.31.13,normal,-1.02E+01,4.38E+00,-1.39E+01,-8.98E-01,4.17E-01,-1.42E-01
788,Pterygoid_LEFT_1.31.14,normal,-1.03E+01,4.23E+00,-1.39E+01,-5.89E-01,6.76E-01,-4.43E-01
789,Pterygoid_LEFT_1.31.15,normal,-1.04E+01,4.11E+00,-1.39E+01,-3.87E-01,5.47E-01,-7.42E-01
790,Pterygoid_LEFT_1.31.16,normal,-1.05E+01,4.10E+00,-1.40E+01,-2.29E-02,5.72E-01,-8.20E-01
791,Pterygoid_LEFT_1.31.17,normal,-1.07E+01,4.07E+00,-1.41E+01,-1.75E-01,3.24E-01,-9.30E-01
792,Pterygoid_LEFT_1.31.18,normal,-1.08E+01,4.04E+00,-1.40E+01,-2.52E-01,8.58E-01,-4.48E-01
793,Pterygoid_LEFT_1.31.19,normal,-1.09E+01,4.11E+00,-1.40E+01,1.43E-01,6.24E-01,-7.68E-01
794,Podtfrontal_LEFT.32.01,normal,-1.31E+01,4.33E+00,-1.27E+01,-2.03E-01,7.03E-01,6.81E-01
795,Podtfrontal_LEFT.32.02,normal,-1.32E+01,4.41E+00,-1.28E+01,-3.65E-01,6.19E-01,6.95E-01
796,Podtfrontal_LEFT.32.03,normal,-1.33E+01,4.48E+00,-1.30E+01,1.31E-01,7.78E-01,6.14E-01
797,Podtfrontal_LEFT.32.04,normal,-1.33E+01,4.57E+00,-1.31E+01,-1.12E-01,8.76E-01,4.70E-01
798,Podtfrontal_LEFT.32.05,normal,-1.34E+01,4.63E+00,-1.32E+01,-3.39E-01,7.51E-01,5.67E-01
799,Podtfrontal_LEFT.32.06,normal,-1.34E+01,4.69E+00,-1.33E+01,-1.88E-01,7.17E-01,6.71E-01
800,Podtfrontal_LEFT.32.07,normal,-1.35E+01,4.76E+00,-1.34E+01,-2.63E-01,7.46E-01,6.12E-01
801,Podtfrontal_LEFT.32.08,normal,-1.35E+01,4.81E+00,-1.35E+01,-5.68E-01,7.35E-01,3.69E-01
802,Podtfrontal_LEFT.32.09,normal,-1.35E+01,4.84E+00,-1.36E+01,9.25E-02,9.85E-01,1.43E-01
803,Podtfrontal_LEFT.32.10,normal,-1.35E+01,4.88E+00,-1.36E+01,7.73E-02,8.40E-01,5.36E-01
804,Podtfrontal_LEFT.32.11,normal,-1.35E+01,4.92E+00,-1.37E+01,6.83E-01,5.22E-01,5.11E-01
805,Podtfrontal_LEFT.32.12,normal,-1.35E+01,4.97E+00,-1.37E+01,6.58E-01,4.31E-01,6.17E-01
806,Podtfrontal_LEFT.32.13,normal,-1.35E+01,5.02E+00,-1.37E+01,3.69E-01,6.19E-01,6.93E-01
807,Podtfrontal_LEFT.32.14,normal,-1.35E+01,5.08E+00,-1.38E+01,4.39E-02,9.57E-01,2.87E-01
808,Podtfrontal_LEFT.32.15,normal,-1.35E+01,5.11E+00,-1.39E+01,-1.26E-01,9.44E-01,3.04E-01
809,Podtfrontal_LEFT.32.16,normal,-1.36E+01,5.10E+00,-1.40E+01,-3.97E-01,9.13E-01,-9.26E-02
810,Postfrontal_RIGHT.33.01,normal,-1.31E+01,5.22E-01,-1.31E+01,-7.49E-01,-6.42E-01,1.66E-01
811,Postfrontal_RIGHT.33.02,normal,-1.32E+01,5.12E-01,-1.33E+01,-5.58E-01,-7.78E-01,2.89E-01
812,Postfrontal_RIGHT.33.03,normal,-1.33E+01,4.82E-01,-1.34E+01,-6.23E-01,-7.11E-01,3.27E-01
813,Postfrontal_RIGHT.33.04,normal,-1.33E+01,4.90E-01,-1.36E+01,-4.97E-01,-8.67E-01,2.65E-02
814,Postfrontal_RIGHT.33.05,normal,-1.34E+01,4.87E-01,-1.37E+01,-3.58E-01,-8.93E-01,2.73E-01
815,Postfrontal_RIGHT.33.06,normal,-1.34E+01,4.80E-01,-1.38E+01,-3.92E-01,-8.88E-01,2.40E-01
816,Postfrontal_RIGHT.33.07,normal,-1.34E+01,4.73E-01,-1.39E+01,-6.48E-01,-6.95E-01,3.12E-01
817,Postfrontal_RIGHT.33.08,normal,-1.35E+01,4.57E-01,-1.40E+01,-8.80E-01,-4.30E-01,2.02E-01
818,Postfrontal_RIGHT.33.09,normal,-1.35E+01,4.37E-01,-1.41E+01,-8.32E-01,-3.20E-01,4.53E-01
819,Postfrontal_RIGHT.33.10,normal,-1.35E+01,4.27E-01,-1.42E+01,-1.80E-01,-9.84E-01,-1.19E-02
820,Postfrontal_RIGHT.33.11,normal,-1.35E+01,4.80E-01,-1.43E+01,-8.34E-01,-4.95E-01,-2.43E-01
821,Postfrontal_RIGHT.33.12,normal,-1.36E+01,4.32E-01,-1.44E+01,5.56E-01,-1.95E-01,8.08E-01
822,Postfrontal_RIGHT.33.13,normal,-1.36E+01,3.35E-01,-1.45E+01,3.69E-01,-8.53E-01,3.68E-01
823,Postfrontal_RIGHT.33.14,normal,-1.36E+01,3.44E-01,-1.46E+01,-7.08E-02,-9.71E-01,-2.29E-01
824,Postfrontal_RIGHT.33.15,normal,-1.36E+01,3.74E-01,-1.46E+01,5.37E-01,-8.35E-01,-1.22E-01
825,Postfrontal_RIGHT.33.16,normal,-1.36E+01,3.76E-01,-1.47E+01,-1.21E-01,-9.37E-01,-3.29E-01
826,Basisphenoid_RIGHT.34.1,normal,-1.26E+01,3.17E+00,-1.43E+01,-3.23E-01,5.24E-01,-7.88E-01
827,Basisphenoid_RIGHT.34.2,normal,-1.26E+01,3.09E+00,-1.43E+01,2.54E-01,2.21E-01,-9.41E-01
828,Basisphenoid_RIGHT.34.3,normal,-1.27E+01,3.02E+00,-1.44E+01,1.24E-01,3.67E-01,-9.22E-01
829,Basisphenoid_RIGHT.34.4,normal,-1.27E+01,2.94E+00,-1.44E+01,3.24E-01,3.14E-01,-8.93E-01
830,Basisphenoid_RIGHT.34.5,normal,-1.27E+01,2.82E+00,-1.44E+01,4.34E-01,2.61E-02,-9.00E-01
831,Basisphenoid_RIGHT.34.6,normal,-1.28E+01,2.70E+00,-1.45E+01,2.75E-01,2.59E-01,-9.26E-01
832,Basisphenoid_RIGHT.34.7,normal,-1.28E+01,2.58E+00,-1.45E+01,-2.29E-01,-1.10E-01,-9.67E-01
833,Basisphenoid_LEFT.35.1,normal,-1.26E+01,3.27E+00,-1.43E+01,3.41E-01,-1.61E-01,-9.26E-01
834,Basisphenoid_LEFT.35.2,normal,-1.27E+01,3.37E+00,-1.43E+01,3.94E-01,-7.43E-03,-9.19E-01
835,Basisphenoid_LEFT.35.3,normal,-1.27E+01,3.46E+00,-1.43E+01,4.33E-01,4.73E-02,-9.00E-01
836,Basisphenoid_LEFT.35.4,normal,-1.27E+01,3.55E+00,-1.43E+01,3.71E-01,9.79E-03,-9.29E-01
837,Basisphenoid_LEFT.35.5,normal,-1.28E+01,3.68E+00,-1.43E+01,1.54E-01,-4.28E-02,-9.87E-01
838,Basisphenoid_LEFT.35.6,normal,-1.29E+01,3.80E+00,-1.43E+01,-2.32E-02,1.36E-01,-9.90E-01
839,Basisphenoid_LEFT.35.7,normal,-1.30E+01,3.92E+00,-1.43E+01,-1.57E-01,3.93E-01,-9.06E-01
840,Premaxilla_LEFT.1.1.1,normal,-4.18E-01,3.34E+00,-1.28E+01,3.03E-01,8.76E-01,3.75E-01
841,Premaxilla_LEFT.1.1.2,normal,-3.53E-01,3.25E+00,-1.29E+01,8.75E-01,1.72E-01,-4.52E-01
842,Premaxilla_LEFT.1.1.3,normal,-2.85E-01,3.17E+00,-1.29E+01,5.75E-01,8.17E-01,4.56E-02
843,Premaxilla_LEFT.1.1.4,normal,-1.84E-01,3.11E+00,-1.29E+01,4.94E-01,8.33E-01,2.49E-01
844,Premaxilla_LEFT.1.1.5,normal,-9.55E-02,3.03E+00,-1.29E+01,4.89E-01,8.65E-01,1.11E-01
845,Premaxilla_LEFT.1.1.6,normal,1.66E-02,2.96E+00,-1.29E+01,9.80E-01,1.39E-01,1.45E-01
846,Premaxilla_LEFT.1.1.7,normal,6.21E-03,2.79E+00,-1.29E+01,9.65E-01,1.40E-01,2.21E-01
847,Premaxilla_LEFT.1.1.8,normal,2.62E-02,2.67E+00,-1.30E+01,7.44E-01,1.54E-01,6.50E-01
848,Premaxilla_LEFT.1.1.9,normal,4.20E-02,2.60E+00,-1.30E+01,8.94E-01,2.90E-01,3.43E-01
849,Premaxilla_LEFT.1.2.1,normal,-6.99E-01,3.40E+00,-1.27E+01,1.10E-01,9.49E-01,-2.97E-01
850,Premaxilla_LEFT.1.2.2,normal,-6.14E-01,3.31E+00,-1.28E+01,9.77E-01,-1.20E-01,1.78E-01
851,Premaxilla_LEFT.1.2.3,normal,-5.41E-01,3.24E+00,-1.27E+01,1.48E-01,6.46E-01,7.48E-01
852,Premaxilla_LEFT.1.2.4,normal,-4.51E-01,3.20E+00,-1.27E+01,-1.46E-01,4.34E-01,8.89E-01
853,Premaxilla_LEFT.1.2.5,normal,-3.75E-01,3.08E+00,-1.27E+01,3.67E-01,3.11E-01,8.77E-01
854,Premaxilla_LEFT.1.2.6,normal,-2.59E-01,2.95E+00,-1.27E+01,5.91E-01,6.54E-01,4.72E-01
855,Premaxilla_LEFT.1.2.7,normal,-1.21E-01,2.81E+00,-1.26E+01,3.41E-01,6.81E-01,6.48E-01
856,Premaxilla_LEFT.1.2.8,normal,-6.65E-02,2.67E+00,-1.26E+01,5.27E-01,3.66E-01,7.67E-01
857,Premaxilla_LEFT.1.2.9,normal,-8.19E-02,2.57E+00,-1.26E+01,7.19E-01,-5.97E-01,3.57E-01
858,Premaxilla_LEFT.1.3.1,normal,-9.42E-01,3.41E+00,-1.27E+01,2.29E-01,9.48E-01,2.22E-01
859,Premaxilla_LEFT.1.3.2,normal,-8.70E-01,3.38E+00,-1.27E+01,-2.01E-01,7.02E-01,6.83E-01
860,Premaxilla_LEFT.1.3.3,normal,-8.30E-01,3.27E+00,-1.26E+01,2.61E-01,4.95E-01,8.29E-01
861,Premaxilla_LEFT.1.3.4,normal,-7.82E-01,3.14E+00,-1.26E+01,2.10E-01,4.47E-01,8.70E-01
862,Premaxilla_LEFT.1.3.5,normal,-7.09E-01,3.02E+00,-1.25E+01,2.15E-01,6.09E-02,9.75E-01
863,Premaxilla_LEFT.1.3.6,normal,-5.87E-01,2.90E+00,-1.24E+01,-3.86E-01,-4.58E-02,9.21E-01
864,Premaxilla_LEFT.1.3.7,normal,-4.42E-01,2.78E+00,-1.24E+01,2.62E-01,-3.67E-01,8.93E-01
865,Premaxilla_LEFT.1.3.8,normal,-3.37E-01,2.67E+00,-1.24E+01,3.35E-01,-7.44E-01,5.78E-01
866,Premaxilla_LEFT.1.3.9,normal,-2.94E-01,2.56E+00,-1.24E+01,5.91E-01,1.02E-01,8.00E-01
867,Premaxilla_LEFT.1.4.1,normal,-1.10E+00,3.54E+00,-1.27E+01,3.77E-01,6.75E-01,6.34E-01
868,Premaxilla_LEFT.1.4.2,normal,-1.11E+00,3.41E+00,-1.26E+01,2.24E-01,4.63E-01,8.58E-01
869,Premaxilla_LEFT.1.4.3,normal,-1.11E+00,3.24E+00,-1.26E+01,6.26E-02,2.70E-01,9.61E-01
870,Premaxilla_LEFT.1.4.4,normal,-1.08E+00,3.09E+00,-1.25E+01,-9.25E-02,3.38E-01,9.36E-01
871,Premaxilla_LEFT.1.4.5,normal,-1.03E+00,2.95E+00,-1.25E+01,-1.99E-01,1.99E-01,9.60E-01
872,Premaxilla_LEFT.1.4.6,normal,-9.52E-01,2.83E+00,-1.25E+01,-2.95E-02,1.92E-01,9.81E-01
873,Premaxilla_LEFT.1.4.7,normal,-8.48E-01,2.72E+00,-1.25E+01,-1.96E-01,4.54E-01,8.69E-01
874,Premaxilla_LEFT.1.4.8,normal,-7.23E-01,2.64E+00,-1.24E+01,-2.53E-01,1.31E-01,9.59E-01
875,Premaxilla_LEFT.1.4.9,normal,-5.77E-01,2.56E+00,-1.24E+01,-1.47E-01,2.29E-03,9.89E-01
876,Premaxilla_LEFT.1.5.1,normal,-1.24E+00,3.63E+00,-1.27E+01,-7.94E-02,6.21E-01,7.80E-01
877,Premaxilla_LEFT.1.5.2,normal,-1.31E+00,3.45E+00,-1.26E+01,-4.78E-01,7.89E-01,3.87E-01
878,Premaxilla_LEFT.1.5.3,normal,-1.33E+00,3.24E+00,-1.26E+01,-9.59E-01,1.81E-01,2.19E-01
879,Premaxilla_LEFT.1.5.4,normal,-1.33E+00,3.07E+00,-1.26E+01,-1.45E-01,1.22E-03,9.89E-01
880,Premaxilla_LEFT.1.5.5,normal,-1.30E+00,2.93E+00,-1.25E+01,-1.69E-01,-8.08E-04,9.86E-01
881,Premaxilla_LEFT.1.5.6,normal,-1.24E+00,2.80E+00,-1.25E+01,-2.12E-01,4.31E-01,8.77E-01
882,Premaxilla_LEFT.1.5.7,normal,-1.16E+00,2.69E+00,-1.25E+01,-1.62E-01,4.41E-01,8.83E-01
883,Premaxilla_LEFT.1.5.8,normal,-1.04E+00,2.61E+00,-1.24E+01,1.49E-01,6.78E-01,7.19E-01
884,Premaxilla_LEFT.1.5.9,normal,-9.01E-01,2.54E+00,-1.24E+01,3.59E-02,7.17E-01,6.96E-01
885,Premaxilla_LEFT.1.6.1,normal,-1.42E+00,3.55E+00,-1.29E+01,7.48E-01,6.15E-01,2.48E-01
886,Premaxilla_LEFT.1.6.2,normal,-1.49E+00,3.47E+00,-1.27E+01,-3.86E-02,1.11E-01,9.93E-01
887,Premaxilla_LEFT.1.6.3,normal,-1.55E+00,3.26E+00,-1.26E+01,2.48E-01,1.24E-01,9.61E-01
888,Premaxilla_LEFT.1.6.4,normal,-1.55E+00,3.08E+00,-1.26E+01,-1.45E-02,1.73E-01,9.85E-01
889,Premaxilla_LEFT.1.6.5,normal,-1.54E+00,2.92E+00,-1.25E+01,4.65E-02,5.33E-02,9.97E-01
890,Premaxilla_LEFT.1.6.6,normal,-1.51E+00,2.79E+00,-1.25E+01,1.55E-01,5.09E-01,8.47E-01
891,Premaxilla_LEFT.1.6.7,normal,-1.45E+00,2.67E+00,-1.24E+01,1.99E-01,5.57E-01,8.07E-01
892,Premaxilla_LEFT.1.6.8,normal,-1.35E+00,2.58E+00,-1.24E+01,-1.95E-01,6.93E-01,6.94E-01
